Date,Open,High,Low,Adj Close,Volume,year,month,day,weekday,month_sin,month_cos,weekday_sin,weekday_cos,value_lag_1,value_lag_3,value_roll_mean_3,value_lag_7,value_roll_mean_7,value_lag_14,value_roll_mean_14,ChangePredict,RSI_14,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9
2021-07-16 04:00:00+00:00,5.888517769143422,5.903998521326706,5.873075067301829,5.894320189584593,14.450552347030671,2021,7,16,4,-0.4999999999999997,-0.8660254037844388,-0.433883739117558,-0.9009688679024191,356.8099975585937,378.3900146484375,380.8633321126302,393.9100036621094,391.5742885044643,372.4700012207031,363.45785740443637,5.160003662109432,45.68660966462462,5.996570922230205,-6.212309136621631,12.208880058851836
2021-07-19 04:00:00+00:00,5.878659686982953,5.881928660039675,5.8430225629884065,5.872681045484656,15.86804341149615,2021,7,19,0,-0.4999999999999997,-0.8660254037844388,0.0,1.0,361.9700012207031,360.6099853515625,372.7066650390625,386.010009765625,391.16714913504467,388.8599853515625,366.8578556605748,-7.769989013671875,41.497628352823575,3.992800026650002,-6.572864025761467,10.565664052411469
2021-07-20 04:00:00+00:00,5.882834838476899,5.886770448884652,5.852432299835849,5.877203420376623,15.21696467708066,2021,7,20,1,-0.4999999999999997,-0.8660254037844388,0.7818314824680298,0.6234898018587336,354.20001220703125,356.8099975585937,365.26999918619794,385.0799865722656,389.78857421875,394.7300109863281,371.2221418108259,1.6099853515624432,42.67058829415346,2.5058239396203703,-6.447872090232879,8.95369602985325
2021-07-21 04:00:00+00:00,5.875885320978814,5.877175366493322,5.856025644377997,5.869212167228544,14.898467945614561,2021,7,21,2,-0.4999999999999997,-0.8660254037844388,0.9749279121818236,-0.22252093395631434,355.8099975585937,361.9700012207031,359.7966613769531,379.1199951171875,388.65857369559154,387.0299987792969,374.1171417236328,-2.839996337890568,41.104974531991274,1.085705372234088,-6.294392526095329,7.380097898329417
2021-07-22 04:00:00+00:00,5.880616778362952,5.90835465696611,5.878323820209909,5.892721020390871,14.945621836689119,2021,7,22,3,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419,352.9700012207031,354.20001220703125,357.6600036621094,378.3900146484375,387.5028599330357,386.4800109863281,375.55142865862166,8.420013427734375,47.28092072986276,0.632386137067158,-5.398169409009808,6.0305555460769655
2021-07-23 04:00:00+00:00,5.893300315153391,5.895779296973574,5.863631175598097,5.886742746834517,14.87132007221781,2021,7,23,4,-0.4999999999999997,-0.8660254037844388,-0.433883739117558,-0.9009688679024191,361.3900146484375,355.8099975585937,357.32667032877606,360.6099853515625,383.46285574776783,388.8900146484375,377.19285801478793,-2.160003662109375,45.94974800426734,0.09770683006360059,-4.746278972810692,4.843985802874292
2021-07-26 04:00:00+00:00,5.9066689252996625,5.93179412173387,5.895779296973574,5.924630098073047,15.161503882591708,2021,7,26,0,-0.4999999999999997,-0.8660254037844388,0.0,1.0,359.2300109863281,352.9700012207031,354.32667032877606,356.8099975585937,377.1328560965402,401.1199951171875,380.20142909458707,13.910003662109375,54.779377192766695,0.7873149947155866,-3.2453366465269653,4.032651641242552
2021-07-27 04:00:00+00:00,5.928950667707735,5.936741707829974,5.882960192310369,5.909549277092588,14.940440479625028,2021,7,27,1,-0.4999999999999997,-0.8660254037844388,0.7818314824680298,0.6234898018587336,373.1400146484375,361.3900146484375,356.7233378092448,361.9700012207031,372.5699986049107,393.9100036621094,382.49285888671875,-5.600006103515625,51.15620479720192,0.8719099075417489,-2.5285933869606425,3.4005032945023914
2021-07-28 04:00:00+00:00,5.912099284528102,5.927312588615235,5.90052732219642,5.91482642745991,14.441823784896108,2021,7,28,2,-0.4999999999999997,-0.8660254037844388,0.9749279121818236,-0.22252093395631434,367.5400085449219,359.2300109863281,357.86334228515625,354.20001220703125,368.0257132393973,386.010009765625,383.4257158551897,1.949981689453125,52.3383416966177,1.0838057727888213,-1.8533580173708564,2.9371637901596777
2021-07-29 04:00:00+00:00,5.932430866028885,5.9861881237714565,5.929589143389895,5.9584763428940235,15.71194545823327,2021,7,29,3,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419,369.489990234375,373.1400146484375,364.58668009440106,355.8099975585937,363.8442862374442,385.0799865722656,384.20000130789623,16.529998779296875,60.96332336650316,2.5561023701451973,-0.30484913601158414,2.8609515061567814
2021-07-30 04:00:00+00:00,5.944137088298063,5.973809611869261,5.936295326749506,5.937800038622304,14.870693636833796,2021,7,30,4,-0.4999999999999997,-0.8660254037844388,-0.433883739117558,-0.9009688679024191,386.0199890136719,367.5400085449219,366.6366780598958,352.9700012207031,360.1085728236607,379.1199951171875,384.90500095912387,-7.91998291015625,55.757072384445465,3.048688220025724,0.1501893710951543,2.89849884893057
2021-08-02 04:00:00+00:00,5.937536205082426,5.949131029112857,5.8998973535824915,5.940065961532977,14.967221493722937,2021,8,2,0,-0.8660254037844385,-0.5000000000000004,0.0,1.0,378.1000061035156,369.489990234375,370.0566711425781,361.3900146484375,357.6800013950893,378.3900146484375,385.1721452985491,0.8599853515625,56.19453032126961,3.4684772390593253,0.4559827121030038,3.0124945269563215
2021-08-03 04:00:00+00:00,5.93787916706322,5.957442285864058,5.920475906624599,5.929269956505213,14.599823432709636,2021,8,3,1,-0.8660254037844385,-0.5000000000000004,0.7818314824680298,0.6234898018587336,378.9599914550781,386.0199890136719,374.34999593098956,359.2300109863281,357.4828622000558,360.6099853515625,384.00714329310824,-4.079986572265625,53.49221876397881,3.43237594918628,0.3359051377839668,3.0964708114023134
2021-08-04 04:00:00+00:00,5.934576697822529,6.0014148779611505,5.933570568689079,5.995406732903347,15.531792065749633,2021,8,4,2,-0.8660254037844385,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,374.8800048828125,378.1000061035156,377.8699951171875,373.1400146484375,359.8157217843192,356.8099975585937,382.8221435546875,25.699981689453125,64.93186920736981,5.415117056858264,1.8549169963647607,3.5602000604935036
2021-08-05 04:00:00+00:00,5.9832635146550075,6.0047459375380345,5.9733515103262835,5.990664208612006,15.047371157526387,2021,8,5,3,-0.8660254037844385,-0.5000000000000004,0.43388373911755823,-0.900968867902419,400.5799865722656,378.9599914550781,381.0266621907552,367.5400085449219,360.61143711635043,361.9700012207031,382.0721435546875,-1.8999938964843182,63.684697363178444,6.7552694992537,2.556055551008157,4.199213948245543
2021-08-06 04:00:00+00:00,5.974572648400308,5.981414211254481,5.944634991731879,5.95186576566972,14.944329012104662,2021,8,6,4,-0.8660254037844385,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,398.6799926757813,374.8800048828125,377.31333414713544,369.489990234375,362.7957196916853,354.20001220703125,379.59643118722096,-15.209991455078182,54.63738212628008,6.514930704152732,1.8525734047257512,4.662357299426981
2021-08-09 04:00:00+00:00,5.955655986891087,5.957131868027477,5.938063802572405,5.951527567975974,14.651285570312423,2021,8,9,0,-0.8660254037844385,-0.5000000000000004,0.0,1.0,383.4700012207031,400.5799865722656,384.80666097005206,386.0199890136719,367.11143275669644,355.8099975585937,376.8164302280971,-0.1300048828125,54.56602746512087,6.242016093930033,1.2637270356024413,4.978289058327592
2021-08-10 04:00:00+00:00,5.957649230180438,5.975792374613724,5.920451743821693,5.92305183174337,14.847449069680023,2021,8,10,1,-0.8660254037844385,-0.5000000000000004,0.7818314824680298,0.6234898018587336,383.3399963378906,398.6799926757813,391.37999471028644,378.1000061035156,370.70143345424106,352.9700012207031,374.38357325962613,-10.790008544921818,48.86236570179438,5.096318596936442,0.09442363088708028,5.0018949660493615
2021-08-11 04:00:00+00:00,5.929376390514219,5.93219216478591,5.868576300778741,5.8848810549152155,15.071354774535424,2021,8,11,2,-0.8660254037844385,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,372.5499877929688,383.4700012207031,394.2433268229167,378.9599914550781,373.21143014090404,361.3900146484375,372.5914306640625,-13.989990234375114,42.639082271255134,3.0246040310575495,-1.5818327479934498,4.606436779050999
2021-08-12 04:00:00+00:00,5.884269005313216,5.900308211351027,5.874986878190548,5.896769138010212,14.539817685433698,2021,8,12,3,-0.8660254037844385,-0.5000000000000004,0.43388373911755823,-0.900968867902419,358.5599975585937,383.3399963378906,388.4966634114583,374.8800048828125,375.4471435546875,359.2300109863281,370.47285897391185,4.299987792968807,44.95947837108632,1.7100163856507606,-2.317136314720191,4.0271527003709515
2021-08-13 04:00:00+00:00,5.8950087146511345,5.8982247628381215,5.870962182125107,5.875604633600396,14.372609466929706,2021,8,13,4,-0.8660254037844385,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,362.8599853515625,372.5499877929688,379.7866617838542,400.5799865722656,379.3671395438058,373.1400146484375,368.4742889404297,-7.6199951171875,41.73734847225311,0.052718575648668775,-3.1795472997778265,3.2322658754264952
2021-08-16 04:00:00+00:00,5.8738065208037415,5.87493073085203,5.839390896789727,5.856246028263508,14.693268755835549,2021,8,16,0,-0.8660254037844385,-0.5000000000000004,0.0,1.0,355.239990234375,358.5599975585937,371.4833272298177,398.6799926757813,383.81570870535717,367.5400085449219,366.5907178606306,-6.829986572265625,39.03683574445505,-1.791177139669287,-4.0187544120766265,2.227577272407339
2021-08-17 04:00:00+00:00,5.847882818629958,5.859246552898255,5.835675830568993,5.847998276740523,14.50439918373778,2021,8,17,1,-0.8660254037844385,-0.5000000000000004,0.7818314824680298,0.6234898018587336,348.4100036621094,362.8599853515625,364.6566569010417,383.4700012207031,385.81285313197543,369.489990234375,365.41071646554127,-2.8699951171875,37.926361364642474,-3.444357984213468,-4.537548205296646,1.0931902210831776
2021-08-18 04:00:00+00:00,5.847882818629958,5.8521162726699645,5.829092629723893,5.834606016330328,14.553966134080227,2021,8,18,2,-0.8660254037844385,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,345.5400085449219,355.239990234375,358.88665771484375,383.3399963378906,385.4299970354353,386.0199890136719,365.4778594970703,-4.610015869140625,36.14759351281448,-5.068083752443499,-4.929019178821341,-0.13906457362215774
2021-08-19 04:00:00+00:00,5.820794814096981,5.8259705796122825,5.806489509566861,5.809282995161329,14.722155316663764,2021,8,19,3,-0.8660254037844385,-0.5000000000000004,0.43388373911755823,-0.900968867902419,340.92999267578125,348.4100036621094,355.5033264160156,372.5499877929688,384.6371372767857,378.1000061035156,365.4050031389509,-8.54998779296875,33.05148073522499,-6.964527938929507,-5.4603706922458795,-1.5041572466836277
2021-08-20 04:00:00+00:00,5.812487428063239,5.844587308832241,5.812487428063239,5.8226315651380505,14.672561134206255,2021,8,20,4,-0.8660254037844385,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,332.3800048828125,345.5400085449219,349.73000081380206,358.5599975585937,381.7228524344308,378.9599914550781,365.44571576799666,4.47998046875,36.13804213084934,-8.013600834664373,-5.207554870384596,-2.806045964279777
2021-08-23 04:00:00+00:00,5.826663622024546,5.83915797072653,5.822424425916492,5.835687509874347,14.579722262656228,2021,8,23,0,-0.8660254037844385,-0.5000000000000004,0.0,1.0,336.8599853515625,340.92999267578125,344.9600016276042,362.8599853515625,380.0057067871094,374.8800048828125,366.46500287737166,4.44000244140625,39.13311104974448,-8.390012728194506,-4.467173411131784,-3.922839317062723
2021-08-24 04:00:00+00:00,5.844749444628438,5.850275298010294,5.82529192088096,5.8326153464991695,14.391056498841946,2021,8,24,1,-0.8660254037844385,-0.5000000000000004,0.7818314824680298,0.6234898018587336,341.29998779296875,332.3800048828125,339.6166687011719,355.239990234375,373.528564453125,400.5799865722656,369.5914306640625,-1.04998779296875,38.67122142676603,-8.673069360704801,-3.800184034913663,-4.872885325791138
2021-08-25 04:00:00+00:00,5.8366803760588,5.843689298689038,5.8224273169466105,5.82523282263371,14.52806862243231,2021,8,25,2,-0.8660254037844385,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,340.25,336.8599853515625,336.72332763671875,348.4100036621094,366.3471374511719,398.6799926757813,372.21357291085377,-2.510009765625,37.53082006169932,-8.996227679608069,-3.298673883053544,-5.697553796554525
2021-08-26 04:00:00+00:00,5.862920695994498,5.8831273629978975,5.8326153464991695,5.833728294365032,15.394283262315556,2021,8,26,3,-0.8660254037844385,-0.5000000000000004,0.43388373911755823,-0.900968867902419,337.739990234375,341.29998779296875,336.84665934244794,345.5400085449219,360.9285670689174,383.4700012207031,374.30428641183033,2.8900146484375,39.7344970697181,-8.9163508044619,-2.575037606325899,-6.3413131981360005
2021-08-27 04:00:00+00:00,5.843196544596883,5.845802731146342,5.824967107637834,5.8342550199862995,14.945686434065001,2021,8,27,4,-0.8660254037844385,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,340.6300048828125,340.25,339.46999104817706,340.92999267578125,354.8699951171875,383.3399963378906,376.27071489606584,0.17999267578119316,39.87675092662676,-8.737799981655883,-1.9171894268159058,-6.820610554839977
2021-08-30 04:00:00+00:00,5.836855464500729,5.855931116865659,5.830855539302414,5.853638230200579,16.127491471663504,2021,8,30,0,-0.8660254037844385,-0.5000000000000004,0.0,1.0,340.8099975585937,337.739990234375,339.76332600911456,332.3800048828125,349.1314261300223,372.5499877929688,377.6692853655134,6.690002441406307,45.066961882244996,-7.964658259269413,-0.915238163543548,-7.049420095725865
2021-08-31 04:00:00+00:00,5.68697535633982,5.693294316094167,5.667464169787027,5.671603576291966,17.35886992712401,2021,8,31,1,-0.8660254037844385,-0.5000000000000004,0.7818314824680298,0.6234898018587336,347.5,340.6300048828125,339.5399983723958,336.8599853515625,346.0314243861607,358.5599975585937,377.4671412876674,-58.0,24.95417670675895,-11.894935733077489,-3.8764125098812983,-8.01852322319619
2021-09-01 04:00:00+00:00,5.683069453829514,5.705114899572018,5.6734950317763895,5.676274185049653,16.523294123522387,2021,9,1,2,-1.0,-1.8369701987210297e-16,0.9749279121818236,-0.22252093395631434,289.5,340.8099975585937,339.7266642252604,341.29998779296875,342.951424734933,362.8599853515625,377.72642517089844,1.3599853515625,25.7904812740717,-14.730169273023819,-5.369316839862101,-9.360852433161718
2021-09-02 04:00:00+00:00,5.682899222190997,5.69605268479543,5.67473122282906,5.690663449794817,15.70940549797901,2021,9,2,3,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419,290.8599853515625,347.5,342.98000081380206,340.25,340.80999755859375,355.239990234375,376.4478519984654,4.230010986328125,28.460864421149196,-16.44620414133135,-5.668281366535705,-10.777922774795645
2021-09-03 04:00:00+00:00,5.691456866160303,5.713089009788595,5.680274988688366,5.701413031558109,15.628362834919585,2021,9,3,4,-1.0,-1.8369701987210297e-16,-0.433883739117558,-0.9009688679024191,295.0899963378906,289.5,325.93666585286456,337.739990234375,339.2857099260603,348.4100036621094,375.0814230782645,3.20001220703125,30.498392653050693,-17.347983145383694,-5.256048296470439,-12.091934848913255
2021-09-07 04:00:00+00:00,5.701429753937149,5.710360826397302,5.6896835090088445,5.706977337160502,15.262876735012053,2021,9,7,1,-1.0,-1.8369701987210297e-16,0.7818314824680298,0.6234898018587336,298.2900085449219,290.8599853515625,309.2866617838542,340.6300048828125,338.5842808314732,345.5400085449219,373.37071010044644,1.66998291015625,31.593365243451387,-17.72358933355605,-4.505323587714235,-13.218265745841814
2021-09-08 04:00:00+00:00,5.705614088869528,5.706977337160502,5.6751429122598065,5.685618524746506,15.185269204612394,2021,9,8,2,-1.0,-1.8369701987210297e-16,0.9749279121818236,-0.22252093395631434,299.9599914550781,295.0899963378906,291.81666056315106,340.8099975585937,338.567138671875,340.92999267578125,370.14999607631137,-6.3599853515625,29.675843723106844,-18.32323871890344,-4.083978378449299,-14.239260340454141
2021-09-09 04:00:00+00:00,5.680718547549494,5.6990044357340945,5.677198925387698,5.693260597852019,15.0245010526005,2021,9,9,3,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419,293.6000061035156,298.2900085449219,294.7466634114583,347.5,340.72713797433033,332.3800048828125,366.88428170340404,2.259979248046875,31.272128140098395,-18.40395440878831,-3.331755254667332,-15.072199154120977
2021-09-10 04:00:00+00:00,5.696791439760018,5.727704059962004,5.696455691071875,5.7120812774708964,15.622963077943608,2021,9,10,4,-1.0,-1.8369701987210297e-16,-0.433883739117558,-0.9009688679024191,295.8599853515625,299.9599914550781,297.7799987792969,289.5,333.96142578125,336.8599853515625,363.87713841029574,5.6400146484375,35.22380686534606,-17.8075458245346,-2.1882773363308985,-15.619268488203701
2021-09-13 04:00:00+00:00,5.707641697141934,5.708023448654504,5.672704544270054,5.674147635995316,15.408026294615679,2021,9,13,0,-1.0,-1.8369701987210297e-16,0.0,1.0,301.5,293.6000061035156,297.28333536783856,290.8599853515625,326.7557111467634,341.29998779296875,361.47856576102123,-11.260009765625,31.348479205555524,-18.035573543821158,-1.9330440444939647,-16.102529499327193
2021-09-14 04:00:00+00:00,5.674484148741659,5.6797629854836975,5.641623390377405,5.643466147292128,15.613384793842846,2021,9,14,1,-1.0,-1.8369701987210297e-16,0.7818314824680298,0.6234898018587336,290.239990234375,295.8599853515625,296.47332763671875,295.0899963378906,320.30428205217635,340.25,357.1692810058594,-8.79998779296875,28.691694733507855,-18.71068746641845,-2.086526373673003,-16.624161092745446
2021-09-15 04:00:00+00:00,5.646612248648603,5.649220712446666,5.627693014032623,5.635218065356171,15.351818696575702,2021,9,15,2,-1.0,-1.8369701987210297e-16,0.9749279121818236,-0.22252093395631434,281.44000244140625,301.5,296.9866638183594,298.2900085449219,314.6685703822545,337.739990234375,352.81642368861606,-2.32000732421875,28.01753662063751,-19.21146747760571,-2.0698451078882094,-17.1416223697175
2021-09-16 04:00:00+00:00,5.630064143880094,5.635824811958977,5.614951260949585,5.632000005932334,15.35801797075984,2021,9,16,3,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419,279.1199951171875,290.239990234375,295.8666585286458,299.9599914550781,308.8585684640067,340.6300048828125,349.7564239501953,-0.899993896484375,27.745186169753612,-19.456676771815467,-1.8520435216783753,-17.60463325013709
2021-09-17 04:00:00+00:00,5.637607089413619,5.665665148315969,5.632537050638014,5.665318782832662,15.50623366740072,2021,9,17,4,-1.0,-1.8369701987210297e-16,-0.433883739117558,-0.9009688679024191,278.2200012207031,281.44000244140625,291.05999755859375,293.6000061035156,302.1142839704241,340.8099975585937,346.71856689453125,9.459991455078125,34.90767262445782,-18.672420612494193,-0.8542298898856799,-17.818190722608513
2021-09-20 04:00:00+00:00,5.633538799442045,5.655991810819852,5.627297333445331,5.64073622061043,15.177845418951174,2021,9,20,0,-1.0,-1.8369701987210297e-16,0.0,1.0,287.67999267578125,279.1199951171875,283.59999593098956,295.8599853515625,294.7371390206473,347.5,344.92928205217635,-7.009979248046875,32.34870605394259,-18.404384409308932,-0.46895494936033444,-17.935429459948597
2021-09-21 04:00:00+00:00,5.642002839602648,5.642509773771779,5.6206363540796405,5.6320715921300435,15.24301907669842,2021,9,21,1,-1.0,-1.8369701987210297e-16,0.7818314824680298,0.6234898018587336,280.6700134277344,278.2200012207031,279.5933329264323,301.5,296.451424734933,289.5,339.99642508370533,-2.430023193359375,31.487011147495437,-18.178495964582112,-0.19445320370681074,-17.9840427608753
2021-09-22 04:00:00+00:00,5.6247393113526565,5.636181543429474,5.621306252831962,5.631032598052179,14.90531786295199,2021,9,22,2,-1.0,-1.8369701987210297e-16,0.9749279121818236,-0.22252093395631434,278.239990234375,287.67999267578125,281.67332967122394,290.239990234375,296.36285400390625,290.8599853515625,334.8535679408482,-0.28997802734375,31.379591615679296,-17.817487641526327,0.13324409547918137,-17.95073173700551
2021-09-23 04:00:00+00:00,5.638034346370731,5.6396314652318225,5.622030016940321,5.624703200436653,14.869090961277408,2021,9,23,3,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419,277.95001220703125,280.6700134277344,282.19000244140625,281.44000244140625,294.41285487583707,295.0899963378906,330.557139805385,-1.760009765625,30.695119414878196,-17.47199770999083,0.38298722161174226,-17.854984931602573
2021-09-24 04:00:00+00:00,5.619095719632372,5.623656408134606,5.591699448740171,5.6107895542204185,15.214647350907411,2021,9,24,4,-1.0,-1.8369701987210297e-16,-0.433883739117558,-0.9009688679024191,276.19000244140625,278.239990234375,282.19666544596356,279.1199951171875,291.67428152901783,298.2900085449219,326.9771401541574,-3.83001708984375,29.202337186852397,-17.307732059003456,0.43780229807929416,-17.74553435708275
2021-09-27 04:00:00+00:00,5.600235092923011,5.621270017729778,5.5876605037359806,5.612690072081153,14.941770762804843,2021,9,27,0,-1.0,-1.8369701987210297e-16,0.0,1.0,272.3599853515625,277.95001220703125,278.9533386230469,278.2200012207031,288.56856863839283,299.9599914550781,323.72142464774,0.52001953125,29.70222475540053,-16.940311748084525,0.6441780871985792,-17.584489835283104
2021-09-28 04:00:00+00:00,5.600235092923011,5.604385586482469,5.563753783246395,5.5717357494566535,15.466647072585834,2021,9,28,1,-1.0,-1.8369701987210297e-16,0.7818314824680298,0.6234898018587336,272.8800048828125,276.19000244140625,277.4600016276042,287.67999267578125,287.7228524344308,293.6000061035156,320.34071132114957,-10.989990234375,25.589925005925274,-17.336089224060117,0.19872048897839178,-17.53480971303851
2021-09-29 04:00:00+00:00,5.573370050414573,5.590464401272058,5.5524943793768555,5.554547485021737,15.27790934342887,2021,9,29,2,-1.0,-1.8369701987210297e-16,0.9749279121818236,-0.22252093395631434,261.8900146484375,272.3599853515625,275.5,280.6700134277344,285.5528564453125,295.8599853515625,317.73213849748885,-4.480010986328125,24.123682380233515,-17.805988815553746,-0.21694328201218838,-17.589045533541558
2021-09-30 04:00:00+00:00,5.55445843553402,5.583041309806921,5.546153530452618,5.570251082031678,15.370091148191653,2021,9,30,3,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419,257.4100036621094,272.8800048828125,273.80999755859375,278.239990234375,282.22999790736606,301.5,315.20642525809154,4.089996337890625,28.170099205884643,-17.644959000561073,-0.04473077361561195,-17.60022822694546
2021-10-01 04:00:00+00:00,5.59757343648921,5.618841706382233,5.574812139650598,5.592888193572927,15.97477951491313,2021,10,1,4,-0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,261.5,261.8900146484375,269.0433349609375,277.95001220703125,280.4742867606027,290.239990234375,311.5592825753348,6.010009765625,33.760208164216955,-16.838282907789733,0.6095562553245841,-17.447839163114317
2021-10-04 04:00:00+00:00,5.580635039682596,5.581889748454007,5.538947153264039,5.562909864244604,15.425868247273907,2021,10,4,0,-0.8660254037844386,0.5000000000000001,0.0,1.0,267.510009765625,257.4100036621094,264.0600077311198,276.19000244140625,279.7242867606027,281.44000244140625,307.3585684640067,-7.930023193359375,30.398561928516493,-16.64697690286323,0.6406898082008716,-17.2876667110641
2021-10-05 04:00:00+00:00,5.563907178485325,5.574963732352082,5.552378044167767,5.5534245741508075,15.127108581569793,2021,10,5,1,-0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,259.5799865722656,261.5,260.2666727701823,272.3599853515625,278.7585710797991,279.1199951171875,303.17142595563615,-2.459991455078125,29.419901711504462,-16.503622776868724,0.627235147356302,-17.130857924225026
2021-10-06 04:00:00+00:00,5.530618867742763,5.556364652731423,5.525891092572176,5.53989002936236,15.177896630081618,2021,10,6,2,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,257.1199951171875,267.510009765625,262.14000447591144,272.8800048828125,277.99571446010043,278.2200012207031,298.7135685511998,-3.4700012207030966,28.04818517587147,-16.480042031637254,0.52065271407022,-17.000694745707474
